"","Country","City","AQI Value","AQI Category","lat","lng"
"12478","India","Mihona",171,"Unhealthy",26.2837,78.9805
"12479","Uganda","Mityana",90,"Moderate",0.4006,32.0422
"12480","France","Montmorency",68,"Moderate",48.9906,2.3228
"12481","United States of America","Moultrie",74,"Moderate",31.1591,-83.7708
"12482","India","Multai",162,"Unhealthy",21.77,78.25
"12483","India","Naduvattam",78,"Moderate",11.4808,76.5437
"12484","Croatia","Zagreb",75,"Moderate",45.8167,15.9833
"12485","Germany","Zittau",55,"Moderate",50.8961,14.8072
"12486","Italy","Zola Predosa",59,"Moderate",44.4883,11.2181
"12487","Japan","Zushi",67,"Moderate",35.2833,139.5833
"12488","United States of America","Yonkers",54,"Moderate",40.9466,-73.8673
"12489","Ukraine","Yuzhne",48,"Good",46.63,31.1
"12490","Serbia","Gornji Milanovac",59,"Moderate",44.0212,20.456
"12491","United Kingdom of Great Britain and Northern Ireland","Greenock",57,"Moderate",55.95,-4.765
"12492","France","Grigny",73,"Moderate",48.6562,2.3849
"12493","France","Grigny",73,"Moderate",45.6083,4.7897
"12494","Italy","Grottammare",59,"Moderate",42.9897,13.8658
"12495","Uzbekistan","Gurlan",60,"Moderate",41.85,60.4
"12496","United States of America","Haddonfield",70,"Moderate",39.8955,-75.0346
"12497","China","Hanzhong",112,"Unhealthy for Sensitive Groups",33.0794,107.026
"12498","United States of America","Hemet",55,"Moderate",33.7341,-116.9969
"12499","Germany","Hoyerswerda",80,"Moderate",51.4333,14.25
"12500","Peru","Huaral",137,"Unhealthy for Sensitive Groups",-11.5,-77.2
"12501","China","Hunchun",35,"Good",42.8679,130.3585
"12502",NA,"Iguape",76,"Moderate",-24.7081,-47.5553
"12503","Denmark","Herning",32,"Good",56.1333,8.9833
"12504","Mexico","Hidalgo",78,"Moderate",26.109,-98.2464
"12505","Pakistan","Kharian",158,"Unhealthy",32.811,73.865
"12506","United Republic of Tanzania","Kibaha",42,"Good",-6.7667,38.9167
"12507","United States of America","Kilgore",51,"Moderate",32.398,-94.8602
"12508","Democratic Republic of the Congo","Kinshasa",216,"Very Unhealthy",-4.325,15.3222
"12509","United Kingdom of Great Britain and Northern Ireland","Kirkby",34,"Good",53.48,-2.89
"12510","Japan","Kitamoto",60,"Moderate",36.0269,139.5302
"12511","Sri Lanka","Kolonnawa",71,"Moderate",6.9283,79.895
"12512","Russian Federation","Kostomuksha",32,"Good",64.5833,30.6
"12513","Russian Federation","Shchuchye",35,"Good",55.2167,62.75
"12514","Turkey","Simav",50,"Good",39.0833,28.9833
"12515","Uganda","Sironko",78,"Moderate",1.2306,34.2481
"12516","Netherlands","Werkendam",38,"Good",51.8,4.9
"12517","United States of America","West Babylon",63,"Moderate",40.7129,-73.3585
"12518","United States of America","West Puente Valley",154,"Unhealthy",34.0513,-117.9681
"12519","United States of America","West Sacramento",45,"Good",38.5557,-121.5505
"12520","Germany","Winnenden",65,"Moderate",48.8764,9.3978
"12521","Poland","Wronki",42,"Good",52.7,16.3833
"12522","Sweden","Visby",36,"Good",57.629,18.3071
"12523","Germany","Voerde",54,"Moderate",51.6,6.6833
"12524","New Zealand","Waitakere",70,"Moderate",-36.85,174.543
"12525","United States of America","Warner Robins",72,"Moderate",32.5961,-83.6527
"12526","United States of America","Wausau",57,"Moderate",44.962,-89.6459
"12527","Germany","Erftstadt",54,"Moderate",50.8167,6.7667
"12528","Italy","Fasano",55,"Moderate",40.8333,17.3667
"12529","United States of America","Findlay",39,"Good",41.0469,-83.6379
"12530","Italy","Fossano",109,"Unhealthy for Sensitive Groups",44.55,7.7333
"12531","Germany","Friedrichshafen",46,"Good",47.65,9.4833
"12532","Indonesia","Madiun",169,"Unhealthy",-7.63,111.5231
"12533","India","Malappuram",132,"Unhealthy for Sensitive Groups",11.0588,76.0693
"12534","Philippines","Mamburao",34,"Good",13.2233,120.596
"12535","Philippines","Mankayan",31,"Good",16.8567,120.7933
"12536","Cuba","Mantua",37,"Good",22.2908,-84.2875
"12537","Cuba","Mantua",37,"Good",39.7618,-75.1686
"12538","Iran (Islamic Republic of)","Marand",86,"Moderate",38.4331,45.7686
"12539","Turkey","Mardin",58,"Moderate",37.3131,40.735
"12540","United Kingdom of Great Britain and Northern Ireland","Clydebank",37,"Good",55.8997,-4.4006
"12541","United States of America","Cocoa",63,"Moderate",28.382,-80.7675
"12542","United States of America","Coffeyville",52,"Moderate",37.0519,-95.618
"12543","Honduras","Comayagua",55,"Moderate",14.4522,-87.6383
"12544","United States of America","Culver City",131,"Unhealthy for Sensitive Groups",34.0058,-118.3968
"12545","Brazil","Piraquara",40,"Good",-25.4419,-49.0628
"12546","United States of America","Pooler",76,"Moderate",32.1043,-81.2569
"12547","Mexico","Progreso",60,"Moderate",-34.665,-56.2194
"12548","Mexico","Progreso",60,"Moderate",32.5842,-115.5842
"12549","Mexico","Progreso",60,"Moderate",21.28,-89.67
"12550","Chile","Puerto Varas",23,"Good",-41.3167,-72.9833
"12551","Poland","Radom",44,"Good",51.4036,21.1567
"12552","India","Raipur",169,"Unhealthy",21.25,81.63
"12553","India","Raipur",169,"Unhealthy",25.4226,86.8498
"12554","United States of America","Opelika",49,"Good",32.6612,-85.3769
"12555","Belarus","Orsha",36,"Good",54.5092,30.4258
"12556","Portugal","Ovar",41,"Good",40.8667,-8.6333
"12557","Philippines","Padada",89,"Moderate",6.6333,125.35
"12558","United States of America","Palmdale",64,"Moderate",34.5944,-118.1057
"12559","Brazil","Palmital",50,"Good",-22.7889,-50.2175
"12560","Brazil","Palmital",50,"Good",-24.8928,-52.2028
"12561","Brazil","Pelotas",21,"Good",-31.7719,-52.3425
"12562","Canada","Peterborough",38,"Good",52.5662,-0.2366
"12563","Canada","Peterborough",38,"Good",44.3,-78.3167
"12564","Canada","Peterborough",38,"Good",-32.9667,138.8333
"12565","United States of America","Morris",54,"Moderate",40.7959,-74.4945
"12566","United States of America","Morris",54,"Moderate",41.3749,-88.4304
"12567","Japan","Naka",74,"Moderate",36.4574,140.4868
"12568","United States of America","Nanuet",60,"Moderate",41.0957,-74.0155
"12569","United States of America","Naugatuck",53,"Moderate",41.489,-73.0518
"12570","Japan","Niiza",62,"Moderate",35.7935,139.5653
"12571","United States of America","North Miami Beach",57,"Moderate",25.9302,-80.1659
"12572","Italy","Novi Ligure",56,"Moderate",44.7592,8.7856
"12573","Netherlands","Oldebroek",33,"Good",52.45,5.9
"12574","India","Takhatgarh",187,"Unhealthy",25.33,73
"12575","Brazil","Tanabi",29,"Good",-20.6258,-49.6489
"12576","Philippines","Tanauan",63,"Moderate",14.0833,121.15
"12577","Philippines","Tanauan",63,"Moderate",11.1167,125.0167
"12578","Indonesia","Tasikmalaya",56,"Moderate",-7.3161,108.1975
"12579","United States of America","Temple",41,"Good",31.1068,-97.3891
"12580","Canada","Timmins",56,"Moderate",48.4667,-81.3333
"12581","Japan","Toba",50,"Good",34.4813,136.8434
"12582","United States of America","Virginia Beach",46,"Good",36.7335,-76.0435
"12583","Russian Federation","Vostochnyy",51,"Moderate",39.9222,69.65
"12584","United States of America","Wantagh",58,"Moderate",40.6686,-73.5104
"12585","Nigeria","Warri",202,"Very Unhealthy",5.5167,5.75
"12586","Spain","Tortosa",42,"Good",40.8125,0.5211
"12587","Italy","Travagliato",62,"Moderate",45.524,10.0797
"12588","Brazil","Trindade",23,"Good",-16.6581,-49.4836
"12589","Brazil","Trindade",23,"Good",0.3,6.6833
"12590","Brazil","Trindade",23,"Good",-7.7619,-40.2678
"12591","Czechia","Trutnov",45,"Good",50.5606,15.9131
"12592","Turkey","Turgutlu",42,"Good",38.5,27.7
"12593","Russian Federation","Ustyuzhna",25,"Good",58.8333,36.4333
"12594","France","Vanves",35,"Good",48.8208,2.2897
"12595","Russian Federation","Verkhnyaya Salda",37,"Good",58.0456,60.5533
"12596","Nigeria","Onitsha",213,"Very Unhealthy",6.1667,6.7833
"12597","Romania","Otopeni",63,"Moderate",44.55,26.07
"12598","Brazil","Pacaembu",29,"Good",-21.5622,-51.2606
"12599","United Kingdom of Great Britain and Northern Ireland","Paisley",25,"Good",55.8456,-4.4239
"12600","United States of America","Palm Harbor",45,"Good",28.0847,-82.7481
"12601","Thailand","Prachuap Khiri Khan",28,"Good",11.8167,99.8
"12602",NA,"Puerto Princesa",25,"Good",9.75,118.75
"12603","Colombia","Puerto Wilches",55,"Moderate",7.35,-73.9
"12604","Italy","Qualiano",51,"Moderate",40.9167,14.15
"12605","India","Raisen",153,"Unhealthy",23.33,77.8
"12606","Finland","Raisio",29,"Good",60.4858,22.1692
"12607","Estonia","Rakvere",28,"Good",59.35,26.35
"12608","Poland","Rawa Mazowiecka",32,"Good",51.7658,20.2533
"12609","Italy","Reggello",40,"Good",43.6833,11.5333
"12610","Germany","Renningen",33,"Good",48.7661,8.9347
"12611","United States of America","Richton Park",68,"Moderate",41.4816,-87.7387
"12612","United States of America","Rockville",54,"Moderate",39.0834,-77.1553
"12613","United Kingdom of Great Britain and Northern Ireland","Royal Tunbridge Wells",28,"Good",51.132,0.263
"12614","Russian Federation","Rzhev",32,"Good",56.25,34.3167
"12615","Italy","Saluzzo",60,"Moderate",44.6453,7.4906
"12616","United States of America","Westbrook",49,"Good",43.6954,-70.3539
"12617","Uganda","Wobulenzi",85,"Moderate",0.72,32.53
"12618","Germany","Wolfhagen",32,"Good",51.3167,9.1667
"12619","United States of America","Wooster",55,"Moderate",40.8172,-81.9336
"12620","Nigeria","Yenagoa",164,"Unhealthy",4.9267,6.2676
"12621","China","Yibin",151,"Unhealthy",28.7596,104.64
"12622","Russian Federation","Yuzhnouralsk",39,"Good",54.45,61.25
"12623","Brazil","Paracambi",163,"Unhealthy",-22.6108,-43.7089
"12624","Benin","Parakou",60,"Moderate",9.35,2.6167
"12625","Brazil","Paratinga",19,"Good",-12.6908,-43.1839
"12626","Brazil","Passo Fundo",19,"Good",-28.25,-52.4
"12627","Indonesia","Pati",79,"Moderate",-6.7415,111.0347
"12628","France","Pau",33,"Good",43.3,-0.37
"12629","United States of America","Pecan Grove",36,"Good",29.6235,-95.733
"12630","Italy","Pietrasanta",41,"Good",43.9452,10.2183
"12631","Philippines","Pililla",50,"Good",14.4833,121.3
"12632","United States of America","Plantation",58,"Moderate",26.1259,-80.2617
"12633","Spain","Plasencia",39,"Good",40.0275,-6.0908
"12634","Germany","Plochingen",47,"Good",48.7117,9.4164
"12635","Italy","Scordia",57,"Moderate",37.3,14.85
"12636","United States of America","Seminole",42,"Good",27.8435,-82.784
"12637","Russian Federation","Sergiyev Posad",32,"Good",56.3,38.1333
"12638","Pakistan","Shujaabad",196,"Unhealthy",29.8803,71.295
"12639","Germany","Sinzig",34,"Good",50.5453,7.2519
"12640","Armenia","Artashat",56,"Moderate",39.9539,44.5506
"12641","United States of America","Avon",44,"Good",48.4089,2.725
"12642","United States of America","Avon",44,"Good",41.4485,-82.0187
"12643","United States of America","Avon",44,"Good",39.7601,-86.3916
"12644","United States of America","Avon",44,"Good",41.7907,-72.8538
"12645","Ukraine","Balta",65,"Moderate",47.9361,29.6225
"12646","India","Baragaon",324,"Hazardous",25.1348,85.432
"12647","United States of America","Barstow",62,"Moderate",34.8661,-117.0471
"12648","United States of America","Bay City",41,"Good",43.5902,-83.8887
"12649","United States of America","Bay City",41,"Good",28.9838,-95.9601
"12650","France","Bernissart",37,"Good",50.4833,3.65
"12651","Germany","Birkenfeld",31,"Good",48.8697,8.6361
"12652","Democratic Republic of the Congo","Bondo",74,"Moderate",3.8167,23.6833
"12653","Central African Republic","Bouar",35,"Good",5.95,15.6
"12654","Uganda","Bugiri",157,"Unhealthy",0.5694,33.7486
"12655","Netherlands","Bunnik",40,"Good",52.05,5.2333
"12656","Ecuador","Calceta",41,"Good",-0.84,-80.17
"12657","Italy","Campobasso",40,"Good",41.5667,14.6667
"12658","Brazil","Campos Novos",18,"Good",-27.4019,-51.225
"12659","Brazil","Castelo",33,"Good",-20.6039,-41.185
"12660","Lao People's Democratic Republic","Champasak",47,"Good",14.8833,105.8667
"12661","Thailand","Chon Buri",51,"Moderate",13.3611,100.985
"12662","United States of America","South Sioux City",55,"Moderate",42.4627,-96.4125
"12663","Canada","Spruce Grove",41,"Good",53.545,-113.9008
"12664","Germany","Stuttgart",38,"Good",48.7775,9.18
"12665","United States of America","Sumter",55,"Moderate",33.9392,-80.393
"12666","Mexico","Agua Prieta",70,"Moderate",31.3258,-109.5489
"12667","Spain","Albal",34,"Good",39.3972,-0.4156
"12668","Madagascar","Arivonimamo",21,"Good",-19.0333,47.1667
"12669","United States of America","Vadnais Heights",52,"Moderate",45.057,-93.0748
"12670","Finland","Vammala",34,"Good",61.3417,22.9083
"12671","Finland","Varkaus",32,"Good",62.3167,27.8917
"12672","Madagascar","Vavatenina",35,"Good",-17.4667,49.2
"12673","Germany","Velen",56,"Moderate",51.8939,6.9897
"12674","Russian Federation","Velsk",25,"Good",61.0667,42.1167
"12675","Germany","Verl",70,"Moderate",51.8831,8.5167
"12676","Germany","Ditzingen",62,"Moderate",48.8264,9.0667
"12677","Canada","Duncan",29,"Good",48.7787,-123.7079
"12678","Canada","Duncan",29,"Good",34.5408,-97.9215
"12679","United States of America","East Bridgewater",38,"Good",42.0352,-70.9424
"12680","Brazil","Itabaiana",51,"Moderate",-10.685,-37.425
"12681","Brazil","Itabaiana",51,"Moderate",-7.3289,-35.3328
"12682","Senegal","Matam",113,"Unhealthy for Sensitive Groups",15.6167,-13.3333
"12683","Brazil","Matozinhos",155,"Unhealthy",-19.5578,-44.0808
"12684","India","Mauganj",216,"Very Unhealthy",24.68,81.88
"12685","Russian Federation","Mayskiy",39,"Good",43.65,44.0667
"12686","United States of America","Melbourne",39,"Good",-37.8142,144.9631
"12687","United States of America","Melbourne",39,"Good",28.1086,-80.6627
"12688","Poland","Miastko",32,"Good",54.0167,16.9833
"12689","United States of America","Missoula",34,"Good",46.8751,-114.0214
"12690","Pakistan","Mithi",196,"Unhealthy",24.7333,69.8
"12691","Myanmar","Mogok",22,"Good",22.9167,96.5
"12692","Switzerland","Montreux",54,"Moderate",46.4333,6.9167
"12693",NA,"Montrose",32,"Good",38.4689,-107.859
"12694",NA,"Montrose",32,"Good",56.708,-2.467
"12695","United States of America","Lake Ronkonkoma",52,"Moderate",40.8297,-73.1128
"12696",NA,"Le Pradet",60,"Moderate",43.1056,6.0233
"12697","India","Leh",30,"Good",34.1642,77.5847
"12698","United States of America","Leisure City",58,"Moderate",25.4935,-80.4363
"12699","Poland","Leszno",31,"Good",51.8458,16.5806
"12700","United States of America","Louisville",84,"Moderate",38.1663,-85.6485
"12701","United States of America","Louisville",84,"Moderate",39.971,-105.1441
"12702","United States of America","Louisville",84,"Moderate",40.837,-81.2643
"12703","Czechia","Louny",51,"Moderate",50.3571,13.7968
"12704","India","Malaut",500,"Hazardous",30.19,74.499
"12705",NA,"Malibu",42,"Good",34.037,-118.7839
"12706","Turkey","Manavgat",51,"Moderate",36.7833,31.4333
"12707","Brazil","Maraial",36,"Good",-8.8028,-35.8289
"12708","India","Katangi",153,"Unhealthy",23.4412,79.7962
"12709","India","Katangi",153,"Unhealthy",21.7737,79.8051
"12710","United States of America","Kennett",79,"Moderate",36.2403,-90.0481
"12711","United States of America","Irondequoit",45,"Good",43.2096,-77.5705
"12712","United States of America","Issaquah",64,"Moderate",47.5439,-122.0471
"12713","Brazil","Itaberaba",16,"Good",-12.5278,-40.3069
"12714","India","Jammalamadugu",54,"Moderate",14.85,78.38
"12715","Cuba","Jatibonico",51,"Moderate",21.9464,-79.1675
"12716","United States of America","Jenks",52,"Moderate",35.9981,-95.9736
"12717","Romania","Jimbolia",67,"Moderate",45.7931,20.7375
"12718","Philippines","Kabacan",63,"Moderate",7.1167,124.8167
"12719","Afghanistan","Kabul",64,"Moderate",34.5253,69.1783
"12720","Japan","Hadano",67,"Moderate",35.3667,139.2167
"12721","United States of America","Hanford",58,"Moderate",36.3274,-119.6549
"12722","Germany","Harsum",40,"Good",52.2054,9.96
"12723","Belgium","Herstal",40,"Good",50.6667,5.6333
"12724","Russian Federation","Kovdor",27,"Good",67.5594,30.4667
"12725","Serbia","Kovin",87,"Moderate",44.75,20.9667
"12726","Russian Federation","Kurgan",35,"Good",55.4408,65.3411
"12727","United States of America","La Riviera",68,"Moderate",38.5683,-121.3544
"12728","Azerbaijan","Tovuz",41,"Good",40.9922,45.6289
"12729","Japan","Toyooka",40,"Good",35.55,134.8167
"12730","Australia","Traralgon",16,"Good",-38.1958,146.5403
"12731","Japan","Tsubame",67,"Moderate",37.6731,138.8822
"12732","United States of America","Tuskegee",59,"Moderate",32.4409,-85.7131
"12733","Netherlands","Tynaarlo",34,"Good",53.0833,6.5833
"12734","Italy","Fermo",53,"Moderate",43.1608,13.7158
"12735",NA,"Ficarazzi",40,"Good",38.0833,13.4667
"12736","Comoros","Fomboni",26,"Good",-12.28,43.7425
"12737","Bangladesh","Habiganj",61,"Moderate",24.3808,91.4144
"12738","United States of America","Amarillo",64,"Moderate",35.1984,-101.8316
"12739","Germany","Amberg",42,"Good",49.4444,11.8483
"12740","United States of America","Anaheim",92,"Moderate",33.839,-117.8574
"12741","Chile","Antofagasta",56,"Moderate",-23.65,-70.4
"12742","Belgium","Antwerp",39,"Good",51.2178,4.4003
"12743","Italy","Avigliana",66,"Moderate",45.0779,7.3984
"12744","Turkey","Babaeski",42,"Good",41.4325,27.0931
"12745","China","Baiyin",91,"Moderate",36.5448,104.1766
"12746","Russian Federation","Balashov",37,"Good",51.5469,43.1733
"12747","Brazil","Balsas",50,"Good",-7.5328,-46.0358
"12748","Venezuela (Bolivarian Republic of)","Barcelona",163,"Unhealthy",41.3825,2.1769
"12749","Venezuela (Bolivarian Republic of)","Barcelona",163,"Unhealthy",10.1333,-64.6833
"12750","Venezuela (Bolivarian Republic of)","Barcelona",163,"Unhealthy",12.8694,124.1419
"12751","Uruguay","Canelones",36,"Good",-34.5167,-56.2833
"12752","Italy","Castel San Giorgio",48,"Good",40.7833,14.7
"12753","Myanmar","Chauk",23,"Good",20.8833,94.8167
"12754","Zimbabwe","Chegutu",42,"Good",-18.14,30.15
"12755","Italy","Chieti",55,"Moderate",42.35,14.1667
"12756","Zambia","Chililabombwe",57,"Moderate",-12.3667,27.8278
"12757","Guatemala","Chimaltenango",109,"Unhealthy for Sensitive Groups",14.6622,-90.8208
"12758","Canada","Collingwood",41,"Good",44.5,-80.2167
"12759","United States of America","Columbine",73,"Moderate",39.5879,-105.0694
"12760","France","Comines",46,"Good",50.7611,3.0078
"12761","Italy","Cormano",100,"Unhealthy for Sensitive Groups",45.55,9.1667
"12762","Italy","Cortona",36,"Good",43.2756,11.9881
"12763","Ghana","Akwatia",150,"Unhealthy",6.05,-0.8
"12764","United States of America","Alameda",67,"Moderate",37.7668,-122.267
"12765","Italy","Alzano Lombardo",66,"Moderate",45.7317,9.7286
"12766","Ecuador","Ambato",38,"Good",-1.2417,-78.6197
"12767","Ecuador","Ambato",38,"Good",-18.6,47.5
"12768","Belgium","Ans",37,"Good",50.6625,5.52
"12769","Belgium","Aywaille",31,"Good",50.4733,5.6739
"12770","Germany","Bad Oldesloe",37,"Good",53.8117,10.3742
"12771","China","Baoding",164,"Unhealthy",38.8671,115.4845
"12772","Italy","Baronissi",56,"Moderate",40.7462,14.7705
"12773","Indonesia","Batu",78,"Moderate",-7.872,112.525
"12774","United States of America","Beacon",53,"Moderate",41.5036,-73.9655
"12775","Belgium","Vilvoorde",44,"Good",50.9281,4.4245
"12776","Netherlands","Voerendaal",43,"Good",50.8833,5.9333
"12777","Croatia","Vukovar",69,"Moderate",45.3444,19.0025
"12778","Germany","Weingarten",84,"Moderate",47.8092,9.6444
"12779","Germany","Weingarten",84,"Moderate",49.0514,8.5306
"12780","Germany","Wertheim",52,"Moderate",49.75,9.5167
"12781","United States of America","West Freehold",46,"Good",40.2324,-74.2943
"12782","United States of America","Whitman",38,"Good",42.08,-70.9399
"12783","China","Yantai",97,"Moderate",37.3997,121.2664
"12784","United States of America","Yorba Linda",99,"Moderate",33.889,-117.7714
"12785","Azerbaijan","Zabrat",95,"Moderate",40.4872,49.9525
"12786","Switzerland","Thalwil",113,"Unhealthy for Sensitive Groups",47.2833,8.5667
"12787","France","Thionville",50,"Good",49.3589,6.1692
"12788","Japan","Tobe",53,"Moderate",33.7492,132.7922
"12789","Japan","Tomiya",33,"Good",38.4,140.8833
"12790","Russian Federation","Totma",54,"Moderate",59.9667,42.75
"12791","Italy","Treviglio",110,"Unhealthy for Sensitive Groups",45.5214,9.5928
"12792","Latvia","Tukums",32,"Good",56.9667,23.15
"12793","Netherlands","Uitgeest",44,"Good",52.5333,4.7167
"12794","Denmark","Varde",41,"Good",55.62,8.4806
"12795","Ukraine","Vasylivka",38,"Good",47.4435,35.2802
"12796","Russian Federation","Beloyarskiy",45,"Good",63.7167,66.6667
"12797","India","Belsand",132,"Unhealthy for Sensitive Groups",26.4436,85.4008
"12798","Turkey","Bergama",42,"Good",39.1167,27.1833
"12799","United Republic of Tanzania","Biharamulo",27,"Good",-2.6333,31.3167
"12800",NA,"Bognor Regis",51,"Moderate",50.7824,-0.6764
"12801","Italy","Bologna",45,"Good",44.4939,11.3428
"12802","United States of America","Brewster",29,"Good",41.7463,-70.0676
"12803","United States of America","Broadview Heights",45,"Good",41.3196,-81.6779
"12804","Ukraine","Burshtyn",88,"Moderate",49.26,24.635
"12805","Chile","Calera",158,"Unhealthy",33.1254,-86.7449
"12806","Italy","Caltanissetta",56,"Moderate",37.4903,14.0625
"12807","Philippines","Calumpit",63,"Moderate",14.9167,120.7667
"12808","Romania","Giurgiu",52,"Moderate",43.9008,25.9739
"12809","Pakistan","Gojra",175,"Unhealthy",31.15,72.6833
"12810","United States of America","Guthrie",54,"Moderate",35.8424,-97.4366
"12811","United States of America","Hamden",57,"Moderate",41.3961,-72.9215
"12812","Belgium","Hamme",50,"Good",51.0833,4.1333
"12813","Netherlands","Hoorn",38,"Good",52.65,5.0667
"12814","United States of America","Horn Lake",71,"Moderate",34.9512,-90.0501
"12815","Brazil","Indaiatuba",75,"Moderate",-23.0903,-47.2181
"12816","Brazil","Ipanema",29,"Good",-19.8008,-41.7128
"12817","Russian Federation","Ivdel",52,"Moderate",60.6833,60.4167
"12818","Japan","Iwai",78,"Moderate",35.5833,134.3333
"12819","India","Jaggayyapeta",161,"Unhealthy",16.892,80.0976
"12820","Russian Federation","Kashin",33,"Good",57.35,37.6167
"12821","Philippines","Dulag",54,"Moderate",10.9525,125.0317
"12822","Canada","Elliot Lake",39,"Good",46.3833,-82.65
"12823","Myanmar","Dawei",29,"Good",14.0833,98.2
"12824","Romania","Dej",58,"Moderate",47.0872,23.8053
"12825","Spain","Denia",36,"Good",38.8444,0.1111
"12826","Thailand","Photharam",32,"Good",13.6918,99.8531
"12827","Italy","Pioltello",71,"Moderate",45.5,9.3333
"12828","Bulgaria","Popovo",41,"Good",43.35,26.2333
"12829",NA,"Probolinggo",75,"Moderate",-7.75,113.2167
"12830","Colombia","Puerto Colombia",108,"Unhealthy for Sensitive Groups",11.0167,-74.8833
"12831","Peru","Puno",23,"Good",-15.8433,-70.0236
"12832","France","Rambouillet",75,"Moderate",48.6444,1.8308
"12833","United Kingdom of Great Britain and Northern Ireland","Omagh",29,"Good",54.59,-7.29
"12834","Burkina Faso","Orodara",50,"Good",10.98,-4.91
"12835","Philippines","Pamplona",81,"Moderate",42.8167,-1.65
"12836","Philippines","Pamplona",81,"Moderate",7.3781,-72.6525
"12837","Philippines","Pamplona",81,"Moderate",9.4667,123.1167
"12838","Philippines","Pamplona",81,"Moderate",13.5925,123.0833
"12839","Philippines","Pamplona",81,"Moderate",18.4661,121.3425
"12840","United States of America","Peoria",49,"Good",40.752,-89.6154
"12841","United States of America","Peoria",49,"Good",33.7843,-112.2989
"12842","Brazil","Pesqueira",17,"Good",-8.3617,-36.6947
"12843","United States of America","Rancho Palos Verdes",81,"Moderate",33.7554,-118.3634
"12844","Belgium","Ravels",30,"Good",51.3667,5
"12845","United States of America","Raytown",54,"Moderate",38.9944,-94.4641
"12846","Bulgaria","Razlog",48,"Good",41.8833,23.4667
"12847","Brazil","Realeza",37,"Good",-25.7669,-53.5269
"12848","Germany","Recklinghausen",34,"Good",51.585,7.1619
"12849","Italy","Rezzato",64,"Moderate",45.515,10.3175
"12850","Belgium","Rijkevorsel",32,"Good",51.35,4.7667
"12851","United States of America","River Falls",48,"Good",44.8609,-92.6247
"12852","Brazil","Rolante",55,"Moderate",-29.6508,-50.5758
"12853","Russian Federation","Roshal",37,"Good",55.6667,39.8833
"12854",NA,"Rovinj",54,"Moderate",45.0833,13.6333
"12855","China","Rucheng",171,"Unhealthy",32.3852,120.5634
"12856","Guatemala","Sacapulas",73,"Moderate",15.2892,-91.0892
"12857","Japan","Sagae",37,"Good",38.3809,140.276
"12858","Philippines","Sampaloc",54,"Moderate",14.1625,121.6378
"12859","Chile","Temuco",30,"Good",-38.7333,-72.6667
"12860","Mexico","Tenosique",61,"Moderate",17.4756,-91.4225
"12861","Russian Federation","Tikhvin",32,"Good",59.65,33.5333
"12862","Russian Federation","Lakinsk",29,"Good",56.0333,39.9667
"12863",NA,"Lamu",21,"Good",-2.2694,40.9022
"12864","France","Laval",41,"Good",45.5833,-73.75
"12865","France","Laval",41,"Good",48.0733,-0.7689
"12866","United States of America","Los Alamitos",94,"Moderate",33.7971,-118.0592
"12867","Italy","Lugo",53,"Moderate",43.0167,-7.55
"12868","Italy","Lugo",53,"Moderate",44.4167,11.9167
"12869","United States of America","Madison",45,"Good",43.0822,-89.393
"12870","United States of America","Madison",45,"Good",34.7114,-86.7626
"12871","United States of America","Madison",45,"Good",32.4738,-90.13
"12872","United States of America","Madison",45,"Good",41.3398,-72.6278
"12873","United States of America","Madison",45,"Good",40.7586,-74.4169
"12874","United States of America","Madison",45,"Good",38.7581,-85.3973
"12875","United States of America","Madisonville",73,"Moderate",37.3409,-87.5034
"12876","United States of America","Manitowoc",44,"Good",44.0991,-87.6812
"12877","Brazil","Maracaju",14,"Good",-21.6139,-55.1678
"12878","Germany","Meppen",35,"Good",52.6936,7.2928
"12879","Belgium","Middelkerke",38,"Good",51.1847,2.8192
"12880","Switzerland","Monthey",63,"Moderate",46.25,6.95
"12881","United States of America","Mount Dora",69,"Moderate",28.8142,-81.6344
"12882","United States of America","New Brunswick",61,"Moderate",40.487,-74.445
"12883","India","Nihtaur",166,"Unhealthy",29.33,78.38
"12884","China","Ningbo",205,"Very Unhealthy",29.875,121.5492
"12885","India","Khem Karan",156,"Unhealthy",31.16,74.66
"12886","Serbia","Kikinda",87,"Moderate",45.8333,20.45
"12887","Russian Federation","Kolchugino",49,"Good",56.3167,39.3667
"12888","Burkina Faso","Kombissiri",38,"Good",12.0667,-1.3333
"12889","Norway","Kongsberg",35,"Good",59.6694,9.6517
"12890","Uzbekistan","Kosonsoy",95,"Moderate",41.25,71.55
"12891","United Kingdom of Great Britain and Northern Ireland","Northwich",42,"Good",53.259,-2.518
"12892","Ukraine","Nova Kakhovka",45,"Good",46.755,33.375
"12893","Russian Federation","Novotroitsk",39,"Good",51.2039,58.3114
"12894","Philippines","Obando",64,"Moderate",14.7083,120.9375
"12895","Philippines","Obando",64,"Moderate",4.5833,-75.9167
"12896","United States of America","Oildale",52,"Moderate",35.4293,-119.0306
"12897","China","Jinchang",121,"Unhealthy for Sensitive Groups",38.5168,102.1866
"12898","China","Jinchang",121,"Unhealthy for Sensitive Groups",38.4858,112.9643
"12899","United States of America","Justice",58,"Moderate",41.7495,-87.8345
"12900","Sierra Leone","Kabala",37,"Good",9.5833,-11.55
"12901","Japan","Kamiichi",42,"Good",36.6984,137.3624
"12902","Japan","Kaminoyama",36,"Good",38.1496,140.2679
